id,name,price,seller,date,query
8480017055866,Huevo blanco extragrande OPI 6 Un.,550.0,dia,06/05/23,huevos blanco
8480017055040,Huevo blanco extragrande OPI 6 Un.,349.85,dia,06/05/23,huevos blanco
7798064180143,Huevo Blanco Grande 12 Ud.,1000.0,dia,06/05/23,huevos blanco
7792730019690,Huevo de Pascua Biznikke Blanco 50 Gr.,569.0,dia,06/05/23,huevos blanco
7792730019676,Huevo de Pascua Biznikke Blanco 100 Gr.,1039.0,dia,06/05/23,huevos blanco
7792730019683,Huevo de Chocolate Biznikke Blanco 20 Gr.,219.0,dia,06/05/23,huevos blanco
8000500189047,Huevos de Chocolate Mini Kinder 85 Gr.,849.0,dia,06/05/23,huevos blanco
7798064181973,Huevo Color Grande 6 Ud.,590.0,dia,06/05/23,huevos blanco
8480017007193,Vino Blanco DIA Brick 1 Lt.,439.0,dia,06/05/23,huevos blanco
7798130465662,Vino Blanco Fiel Lata 269 Ml.,428.0,dia,06/05/23,huevos blanco
7790703165207,Vino Blanco New Age 750 ml.,930.0,dia,06/05/23,huevos blanco
7790093521768,Vino Blanco Cafayate Torrontés 750 Ml.,792.0,dia,06/05/23,huevos blanco
7792319971159,Vino Blanco Norton Cosecha Tardía 750 Ml.,890.0,dia,06/05/23,huevos blanco
7790314066290,Vino Blanco Resero Dulce 1 Lt.,380.0,dia,06/05/23,huevos blanco
7790703002250,Vino Blanco Dulce Marlo 750 ml.,809.0,dia,06/05/23,huevos blanco
7790314063848,Vino Blanco Toro tetra brick 1 Lt.,426.0,dia,06/05/23,huevos blanco
7790314066337,Vino Blanco Dilema en lata 269 Ml.,260.0,dia,06/05/23,huevos blanco
7793940448003,Leche Entera Clasica La Serenísima Sachet 1 Lt.,273.45,dia,06/05/23,leche entera serenisima
7790742436108,Leche en Polvo La Serenisima Entera 200 Gr.,406.6,dia,06/05/23,leche entera serenisima
7790742308801,Leche Entera Clasica La Serenísima Larga Vida 1 Lt.,430.95,dia,06/05/23,leche entera serenisima
7790742348302,Leche La Serenisima Multivitaminas 3% 1 Lt.,302.65,dia,06/05/23,leche entera serenisima
7790742348203,Leche La Serenisima Multivitaminas 2% 1 Lt.,302.65,dia,06/05/23,leche entera serenisima
7790742034922,Leche Clasica mas Liviana La Serenísima Sachet 1 Lt.,242.2,dia,06/05/23,leche entera serenisima
7790742357502,Leche La Serenisima Clásica 3% 1 Lt.,409.0,dia,06/05/23,leche entera serenisima
7798338290103,Leche Entera Apóstoles Larga Vida 1 Lt.,135.2,dia,06/05/23,leche entera serenisima
8480017301154,Leche Entera en Polvo DIA 800 Gr.,1414.4,dia,06/05/23,leche entera serenisima
8480017034595,Leche Entera en Polvo DIA 400 Gr.,812.0,dia,06/05/23,leche entera serenisima
7790742357601,Leche La Serenisima Liviana 1% 1 Lt.,409.0,dia,06/05/23,leche entera serenisima
7790742358608,Leche Descremada La Serenísima Protein 1 Lt.,373.65,dia,06/05/23,leche entera serenisima
7790742348005,Leche La Serenisima Multivitaminas 1% 1 Lt.,302.65,dia,06/05/23,leche entera serenisima
7795323774785,Leche Infantil La Serenísima Baby 2 200 Ml.,180.6,dia,06/05/23,leche entera serenisima
7790742357106,Leche La Serenisima Liviana 1% 1 Lt.,395.25,dia,06/05/23,leche entera serenisima
7791337060937,Queso Crema Light Casancrem 290gr,1098.0,dia,06/05/23,queso casancrem
7791337060791,Queso Casancrem Light 290 Gr.,768.5,dia,06/05/23,queso casancrem
7791337060838,Queso Casancrem Light 480 Gr.,896.4,dia,06/05/23,queso casancrem
7791337060968,Queso Crema Entero Casancrem 480gr,1652.0,dia,06/05/23,queso casancrem
7791337060975,Queso Crema Light Casancrem 480gr,1652.0,dia,06/05/23,queso casancrem
7791337060913,Queso Crema Entero Casancrem 290gr,1098.0,dia,06/05/23,queso casancrem
7791337607507,Queso Blanco Casancrem Intenso Light Original 290 Gr.,553.6,dia,06/05/23,queso casancrem
7791337003613,Queso Crema Entero Casancrem Untable 200 Gr.,266.3,dia,06/05/23,queso casancrem
7790742373304,Queso Untable Finlandia Light 290gr,771.6,dia,06/05/23,queso casancrem
8480017237026,Queso Crema DIA Normandia 290 Gr.,338.1,dia,06/05/23,queso casancrem
7793913012941,Queso Light Blanco Tregar 290 Gr.,441.9,dia,06/05/23,queso casancrem
7793913012934,Queso Blanco Tregar Clásico 290 Gr.,441.9,dia,06/05/23,queso casancrem
7790080040135,Queso Crema Clásico Mendicrim 300 Gr.,461.0,dia,06/05/23,queso casancrem
